title,html_url,id,number,milestone,created_at,updated_at,body,author,labels,comments,assignee
Raster chart legend lock/unlock state is not saved,https://github.com/mapd/mapd-immerse/issues/4564,328260149,4564,,2018-05-31T19:05:39Z,2018-06-07T23:44:06Z,"### :speech_balloon: Description
Legend lock is not keeping its state when dashboard saved and defaults to its min max scale when locking the color legend on a raster charts, Pointmap, Geo Heatmap, and Choropleth.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-  Lock the color legend on any of the charts, and Apply then Save the dashboard. Reopen the chart to see the lock is unlocked and min max is default values.
- **Actual result:**
Legend lock state is not saved for raster charts
- **Expected result:**
Legend lock/unlock state should be saved and persistent

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",uyanga-gb,"P1,bug,found during 4.0",0,
Enhance file upload to use chunking instead of multi part POST request ,https://github.com/mapd/mapd-immerse/issues/4563,328254891,4563,,2018-05-31T18:48:57Z,2018-05-31T18:48:57Z,"### :speech_balloon: Description
Currently the file uploader has a nice progress bar that gives feedback to the user, however it uses a multipart POST request that holds a single request open waiting for a response. The implications of this are that if there is a connection interruption the file must be uploaded again from the beginning, and large files will hold a single connection open for a long time depending on the size of the file and the bandwidth of the connection. This is problematic in Cloud since connections are not held open indefinitely, and most web servers have an idle timeout on the connections. They will thus be killed if the file takes too long.

Using a library that can chunk the uploads into multiple requests instead of a single POST request will mitigate the issues with connections being killed due to timeouts, and will make the upload more robust in cases of poor connections, allowing the browser to resume an upload instead of having to start from the beginning every time.

### :computer: Environment
- **Browser Name, Version**: All
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
Upload a file to MapD and cause a network event such as turning off wireless / unplugging the network cable. The file upload fails and does not resume.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info

This requires both server side and client side code to work, and there are several existing libraries that implement this. Since MapD Cloud does not use MapD Webserver we should ensure whichever library is chosen is easily integrated into both, however it may be deemed unnecessary to have this functionality in MapD Webserver at all. Legacy mode should still be supported for older browsers anyway, and a detection could be done on the Immerse side to see if the destination webserver supported the chunked uploads. 

Initial investigation shows these are two that are likely easily integrated into MapD Cloud:

https://github.com/23/resumable.js - likely the most compatible
https://github.com/blueimp/jQuery-File-Upload - requires jquery
",jp-harvey,,0,
Formatting doesn't roll back to previous when cancelling edit,https://github.com/mapd/mapd-immerse/issues/4560,328192731,4560,,2018-05-31T15:43:09Z,2018-05-31T15:43:17Z,"### :speech_balloon: Description

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- set-up any chart, set a format
- cancel
- **Actual result:** the format is applied
- **Expected result:** it should revert to what it was before

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",biovisualize,formatting,0,
Multilayered Pointmap Chart with Decimal Theme generates errors during Drag and Drop/Zoom In and Out,https://github.com/mapd/mapd-immerse/issues/4550,327542688,4550,,2018-05-30T01:39:39Z,2018-06-06T00:06:08Z,"### :speech_balloon: Description
Errors spotted in console when dragging and dropping Multilayered Pointmap
### :computer: Environment
- **Chrome, 66.0.3359.181**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Open Dashboard and Create New Pointmap Chart (Add Chart)
- Create chart using DataSource: 'tweets_2017_may'(kali) | Dimension: 'followees' | Measure Lon: AVG 'lon' | Measure Lat: AVG 'lat' | Measure Size: 'COUNT # Records'
- Add Layer with Dimension: 'amount' | Measure Lon: AVG 'lon' | Measure Lat: AVG 'lat'
- Open console,  drag the map around, drop it in new position and observe. 
- **Actual result:**
While dragging the map around or zooming in and out of it, uncaught errors are generated in the console
- **Expected result:**
Using the map should not generate any errors

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
![drag-drop point map.gif](https://images.zenhubusercontent.com/5b05a3aa4b5806bc2bd45a14/cd5f202c-f4ec-40d9-b2fd-3dea53869bbc)

### :memo: Other Info
The map does not generate this error message in previous builds. Checked on Demos.",AlexHarutyunyan,"P3,bug,found during 4.0,regression",0,
Add legend to pointmap when density gradient mode is active,https://github.com/mapd/mapd-immerse/issues/4548,327536547,4548,,2018-05-30T00:59:16Z,2018-05-30T00:59:16Z,"### :speech_balloon: Description
Add a legend to BE-rendered pointmap for when accumulation rendering/density gradient mode is active. 
Currently there is no legend and it is unclear to the user what value the colors represent. All they get is the intuition by color alone what is more dense. But by how much? Adding a legend could make that clear.

The values to use for the legend are currently returned as meta-data as part of the render_vega() call to the server. These returned values in the meta-data can be used to drive a legend.

The behavior of the legend can than be similar to other quantitative legends - when locking the colors can stay fixed, when unlocked, the colors would be dynamic.

### :computer: Environment
N/A

### :page_with_curl: Steps To Reproduce
N/A

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",vastcharade,"charts-ux,component-raster,enhancement",0,
[Geo import] Make geo type detection and / or disabling of column type selectors more granular in Importer,https://github.com/mapd/mapd-immerse/issues/4539,326573888,4539,,2018-05-25T15:41:02Z,2018-05-25T15:41:18Z,"### :speech_balloon: Description

Shapefiles are mostly predictable but geojsons and csv's with lat/lon columns can both have arbitrary column types that should be able to be overridden by the user - and csv's with lat/lon columns should be toggle-able back and forth between geo and non, currently this would be one-way.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",jrajav,"geospatial,import",0,
"[Geo import] Indicate geo columns with a map pin icon, wherever they can be selected (chart columns, table importer)",https://github.com/mapd/mapd-immerse/issues/4538,326565525,4538,,2018-05-25T15:18:01Z,2018-05-29T16:32:16Z,"### :speech_balloon: Description

Indicate geo columns with a map pin icon for a visual indicator of geo features being active on them.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
-
- **Actual result:**
- **Expected result:**

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![image](https://user-images.githubusercontent.com/2074135/40552300-e2559c32-6004-11e8-8c27-aff49f53aee4.png)


### :memo: Other Info",jrajav,"geospatial,import",3,
Unable to reach resolution for 'Failed To Load Dashboard' error popup ,https://github.com/mapd/mapd-immerse/issues/4536,326353983,4536,,2018-05-25T01:51:42Z,2018-05-30T17:56:54Z,"### :speech_balloon: Description
'Failed To Load Dashboard' popup displays some errors in the console  
### :computer: Environment
- **Safari, 11.1**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Create New Dashboard and Edit Title
- Add Chart to Dashboard ( Type: Bar | Data Source: 'flights' | Dimension: 'airtime' | Measure Width: # Records)
- Save Dashboard
- Copy Dashboard Url, open a new tab in browser and paste the url in the new tab (2 tabs with the same dashboard)
- Navigate back to Dashboards and delete the newly created Dashboard
- Open up the second tab that still contains the Dashboard prior to deletion and refresh the page
- **Actual result:**
'Failed To Load Dashboard' error popup appears, but the 'No' and 'Report' buttons fail to navigate away from page. 
- **Expected result:**
'No' button returns the user back to the list of Dashboards. 
'Report' button navigates to the error report page. 

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

![Deleted Dashboard.gif](https://images.zenhubusercontent.com/5b05a3aa4b5806bc2bd45a14/bcb9bd83-4d8c-4c6f-902b-ba86570ca7ea)

![Screen Shot 2018-05-24 at 12.43.41 PM.png](https://images.zenhubusercontent.com/5b05a3aa4b5806bc2bd45a14/0804709a-d2f8-4d98-9356-198f76834838)
### :memo: Other Info
In this scenario an error report may not be appropriate since the Dashboard no longer exists. ",AlexHarutyunyan,"P4,bug,found during 4.0",0,
Stacked Bar: auto rotate x axis labels,https://github.com/mapd/mapd-immerse/pull/4533,326337026,4533,,2018-05-24T23:58:50Z,2018-05-31T19:24:48Z,"### 💬  Description
New `mapd3` feature to allow `config.labelsAreRotated` to have an ""auto"" option.
 
### 📄 Github Issue
Closes #4416 

### :camera_flash: Screenshot",clhenrick,,12,AlexHarutyunyan
Turning off binning on geo table hangs immerse.,https://github.com/mapd/mapd-immerse/issues/4524,325894246,4524,,2018-05-23T22:19:58Z,2018-06-14T13:51:21Z,"### :speech_balloon: Description
Turning off binning on geo table hangs immerse.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- Go to Kali
- Create histogram (nyc_buildings) has to be geo table
- heightroof vs #Records
- Turn off binning on heightroof.

- **Actual result:**
Immerse hangs
- **Expected result:**
Should render correctly.

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots

### :memo: Other Info",menaczar,"P2,bug,found during 4.0",1,alexbaden
Stacked Bar: Fix Aggregate Measures,https://github.com/mapd/mapd-immerse/pull/4523,325890220,4523,,2018-05-23T22:05:19Z,2018-05-30T17:54:40Z,"### 💬  Description
Only construct the SQL subquery for topN when a 2nd dimension is enabled by the user, handle a custom measure.

### 📄 Github Issue
Closes #4518 
Closes #4520 

### :camera_flash: Screenshot",clhenrick,,23,AlexHarutyunyan
[stacked bar] doesn't seem to work with custom measures,https://github.com/mapd/mapd-immerse/issues/4520,325804908,4520,[object Object],2018-05-23T17:34:01Z,2018-06-05T19:18:07Z,"### :speech_balloon: Description
Maybe I'm doing it wrong, but all the custom measures I try fail. It's normal for categorical measures as there's an issue with it anyway, but numerical should work.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: master

### :page_with_curl: Steps To Reproduce
- set-up a stacked bar chart as in the screenshot
- **Actual result:** fails with error `Exception: Exception occurred: org.apache.calcite.runtime.CalciteContextException: From line 6, column 10 to line 6, column 34: No match found for function signature Custom(<NUMERIC>)`
- **Expected result:** should work the same as when using the measure directly

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""1674"" alt=""screen shot 2018-05-23 at 1 29 58 pm"" src=""https://user-images.githubusercontent.com/824534/40440968-8f0b2114-5e8d-11e8-9587-ecc281e5a096.png"">

### :memo: Other Info",biovisualize,"P1,bug,found during 4.0,stacked-bar-chart",4,clhenrick
[stacked bar] Inconsistent measure aggregations,https://github.com/mapd/mapd-immerse/issues/4518,325749817,4518,[object Object],2018-05-23T15:06:47Z,2018-05-31T15:05:46Z,"### :speech_balloon: Description
I would expect to see bars or at maybe a value of 0 when using min, avg and other aggregations that currently just doesn't show any bars. Maybe we are filtering out zeroes as if they were nulls. There are some values on `max`, so the values are definitely not just nulls.

A separate issue in the same area is `stddev` aggregation gives an error: `Exception: Aggregate function STDDEV not supported`

`# unique` also gives an error: `Exception: Parse failed: Lexical error at line 1, column 292.  Encountered: ""#"" (35), after : """"`

These 2 errors could be extracted into separate tasks.

### :computer: Environment
- **Browser Name, Version**: 
- **mapd-immerse Version or Branch**: 
https://github.com/mapd/mapd-immerse/pull/4511
chrish/stacked-bar-4435

### :page_with_curl: Steps To Reproduce
- set-up a stacked bar chart with for example flights, dest_city, carrier_name, arrdelay
- try all aggregation types for arrdelay
- **Actual result:** all aggregation should give a meaningful results
- **Expected result:** some errors-out, some gives empty bars, some seem ok (like max)

### :dash: Smoke Test
- [ ] is feature working / bug resolved in chrome
- [ ] is feature working / bug resolved in safari
- [ ] is feature working / bug resolved in firefox
- [ ] is feature working / bug resolved in ie 11
- [ ] is feature working / bug resolved in ie edge

### :camera_flash: Screenshots
<img width=""1191"" alt=""screen shot 2018-05-23 at 10 56 51 am"" src=""https://user-images.githubusercontent.com/824534/40433080-27e47b70-5e79-11e8-9d12-052f9a34be78.png"">
<img width=""1680"" alt=""screen shot 2018-05-23 at 10 56 29 am"" src=""https://user-images.githubusercontent.com/824534/40433081-27fbcafa-5e79-11e8-88b4-4432e585c8c1.png"">
<img width=""1680"" alt=""screen shot 2018-05-23 at 10 56 21 am"" src=""https://user-images.githubusercontent.com/824534/40433082-280dbd46-5e79-11e8-906c-58ec4c689b5a.png"">
<img width=""1672"" alt=""screen shot 2018-05-23 at 10 56 06 am"" src=""https://user-images.githubusercontent.com/824534/40433084-28217c8c-5e79-11e8-8be7-e2a674faeb34.png"">
<img width=""1679"" alt=""screen shot 2018-05-23 at 10 55 58 am"" src=""https://user-images.githubusercontent.com/824534/40433085-2833d4f4-5e79-11e8-953d-ec5fda01a1a4.png"">
<img width=""1678"" alt=""screen shot 2018-05-23 at 10 55 35 am"" src=""https://user-images.githubusercontent.com/824534/40433086-28541890-5e79-11e8-98a2-b89a1db22e00.png"">


### :memo: Other Info",biovisualize,"P1,bug,found during 4.0,stacked-bar-chart",2,clhenrick
Ideas for new chart editor panel,https://github.com/mapd/mapd-immerse/issues/4517,325515542,4517,,2018-05-23T01:17:57Z,2018-05-24T17:25:57Z,"### :speech_balloon: 

Conceptual for future discussions.  - The following mockup is only to start discussions of what improvements we might make in the future to the chart editor panels. Please don't take anything in these screens as planned work. 

![2 y axis copy](https://user-images.githubusercontent.com/37127288/40398352-6ba40138-5dec-11e8-930f-8a5fb16ecfb9.png)


Some of the ideas in this design:

1. Combining the most if not all of the right panel content into a more contextual left panel.
2. (not really depicted here), identifying Dashboard versus individual chart data source(s). Basically allowing the user to set a dashboard source file as the default that is used in most of the charts so the user doesn't have to keeps looking for and selecting the same data set.
3. (also not really depicted here very well) show dashboard applied filters.
4. Have chart type selector. An idea here is that we could potentially do progressive disclosure of what objects need or can be included based on the type of chart the user selects. Example if the user select the number chart we could hide the dimension selector. *Note that we currently do a decent job of telling the user the differences with a tool tip. If we turned this information into logic we could guide the user through chart set up and chart changes.
5. Under Dimension use a date range as a default. Basically any chart that is based on trend or time/date comparison.  Also identifying not only the date range but also the date aggregate that we would display by default. (currently presented as Bins). This selector would be mirrored in the chart presentation area as well. 
6. For measures we  would continue to provide calculation type in addition to formatting, chart selection (when it makes sense to do so) chart color selector, and if additional filtering was applied.
7. In use cases like combo charts we could have the additional set for the second Y axis.
8. In the chart the color would be indicated with the Y labels. 
9. The y Labels would also display the calculation type.

Please do poke holes and provide ideas. Treat this issue as an open forum for UX ideas and improvements.





",Christian-Baptiste,,3,Christian-Baptiste
