github issue name,github issue ID,Fix Version/s,Created timestamp,Updated timestamp,Description,Reporter,Labels,Assignee,Comment Body
Using imported data gives error  String not Dictionary encoded.,3258,,2017-09-12T19:14:03Z,2017-09-12T19:14:03Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Importing data and using it gives an error that it needs to be Dict encoded. Why not have the dict encoded string as the default for all strings?

## Steps To Reproduce
Import any data file with string values
Create a table with measures as the string values then add any dimnetions

## Expected Result
Should work fine 

## Actual Result
Gives an error that the Strings must be dictionary-encoded and the only way to change that is to re-upload the table and change the data type before saving which is not easy for users to figure out.

## Suggestions
Default for strings should be Dict-encoded

## Link To Dashboard

## Screenshots

![screen shot 2017-09-12 at 12 01 52 pm](https://user-images.githubusercontent.com/16374964/30343836-bd512c2c-97b3-11e7-829f-d9e2e81e005a.png)

![screen shot 2017-09-12 at 12 02 53 pm](https://user-images.githubusercontent.com/16374964/30343840-c05e235c-97b3-11e7-9911-adb4d81aa32f.png)

## Other Information",menaczar,enhancement,,
"If a global filter was added while the charts are still loading, filter will not apply",3255,,2017-09-11T23:47:48Z,2017-10-10T22:29:19Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

## Steps To Reproduce
- Go to http://minos.mapd.com:8000/
- Search for dashboard: David All Charts _ Flights
- Once it launches: add a filter and apply (year_flight = 2008)

## Expected Result
- Charts finish up loading
- Dashboard reloads and apply the global filter

## Actual Result
- Charts finish up loading and don't recognize the filter

## Link To Dashboard

## Screenshots
![bug](https://user-images.githubusercontent.com/10747240/30301584-7c620450-9710-11e7-81bf-d5d807efff87.gif)


## Other Information",Davidiskander,"P2,Triaged,bug",,"Previously we did not allow any user interaction before the charts had loaded (there was an overlay).

We can either defer the redrawAll from the filter until everything has been rendered or just prevent users from apply a filter before rendering,mrblueblue
Ideally, option number 2 is best; prevent users from applying a filter before rendering finishes.
@mythilimapd, what do you think?,Davidiskander
Let us go with option # 2,mythilimapd"
Add DOM IDs to HTML elements,3248,,2017-09-11T18:03:08Z,2017-11-08T05:52:45Z,"Please use the sheet below to find the needed IDs for the time being that is needed for testing

https://docs.google.com/spreadsheets/d/1D3xvwdPcvu-gSVVPF7NcM3LOuBk1VQ4dC_wwpczJJwA/edit?pli=1#gid=0",Davidiskander,,,"@Davidiskander, could your provide your reasoning as to why you cannot use CSS selectors? Hundreds of DOM ids seems like a lot to have to produce and maintain, given the limitations of our current dev team. In order for this to proceed I think it's important to establish how and why this is essential for automation. ,nytai
@nytai we discussed this before, CSS selectors depend on element XPath. That means changes in HTML and CSS files could easily lead the test to not work at all or work in an unexpected behavior.

**Examples of CSS_Selector:** 
#root > div > div > div > div:nth-child(3) > div.react-grid-layout.dashboard > div > span
#root > div > div > div > div.sql-editor > div.sql-editor-wrapper > div.sql-editor-left-panel > div > div.sql-editor-history > div:nth-child(12) > div.sql-editor-data-viewer > div.sql-editor-data-viewer-window > div > div:nth-child(1) > div > div > div:nth-child(3)

_From the examples I provided above you can see that:_ 
- It's ugly
- It's not time efficient; because the code will navigate through HTML and CSS trying to locate the element 
- It's very easy to break when editing Immerse base code,Davidiskander
The same argument can be made about DOM ids, updating that code will require the dev to update the DOM id, and make sure the ID is placed on the correct element. We aren't really working with pure html elements, so this is sometimes more difficult than it seems. Sometimes things are hidden in some 3rd party component, or our components are designed to be reusable so having a unique id is difficult. 

I don't buy the inefficient part, as using ids requires also requires a traversal of the DOM tree. If it is less efficient it's by some negligible constant. 

You can make the selectors general enough to only select one element but not depend on a specific hierarchy. For example the first one can be rewritten like `.react-grid-layout.dashboard > div > span` 

As for them being ugly, that may be true, but you always hide them in some constants file. ,nytai
The above selector can actually be rewritten as
 ```
.sql-editor-data-table .data-table > div > .table-cell:nth-child(3)
```

There are ways to write CSS Selectors are are not entirely hardcoded to a strict path. In fact, our CSS stylesheets are full of examples of selectors that use `class` names for specificity instead of node paths.

We would happy to provide you with the necessary CSS selectors in order for you the complete your tests. You can also use our current [nightwatch tests](https://github.com/mapd/mapd-immerse/tree/master/test/e2e/tests), which uses CSS selectors,  as reference as well.

Also, as someone who has written and maintained our JS E2E tests since the beginning, I find that most testing breakages have been infrastructural in nature rather than the result of ""moving elements"" around. 
,mrblueblue
I will say however, that you do make a fair point when worrying about your tests constantly breaking. 

I think the best way to solve this is to have the FE team be in constant communication with QA.

I don't think changing the way one selects DOM elements, whether it be with id's or css selectors, will make more a difference than the latter.,mrblueblue
As a note, @Davidiskander told me it also has to do with how bad css traversal is on Selenium for IE.,biovisualize"
Disable Geoheatmap on Distributed Backend,3246,,2017-09-11T15:26:24Z,2017-10-17T22:18:04Z,Waiting on a backend method that verifies if the backend is distributed or not.,mrblueblue,"blocked,enhancement",,"With latest master you should have that API. Use get_status(), the size of the list that is returned is the number of leaves in the cluster.,VrajPandya
@mrblueblue Is this ready for work or still has dependant work from the backend?,Davidiskander"
Scatter chart: different behavior when you clear filter from chart button vs dashboard button,3242,,2017-09-09T00:16:48Z,2017-10-17T22:19:55Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
create a scatter chart and move the chart. The filter icon will appear.
You get different results if you cleared the filter from the 

## Steps To Reproduce
create a scatter chart and move the chart. The filter icon will appear.
You get different results if you cleared the filter from the 

## Expected Result

## Actual Result

## Link To Dashboard
http://minos.mapd.com:8000/#/link/mapd/e7651a8a

## Screenshots
![sep-08-2017 17-09-34](https://user-images.githubusercontent.com/16374964/30235113-73eafec0-94b9-11e7-8e4d-02b74696e6f1.gif)

## Other Information",menaczar,"P2,Triaged,bug",,
Legend inner scrolling not working for scatter charts,3240,,2017-09-08T23:06:26Z,2018-02-21T18:50:09Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Legend box inner scrolling not working 

## Steps To Reproduce
Create a scatter map
Move the mouse to legend box and scroll 

## Expected Result
Legend box should scroll

## Actual Result
Map zooms in and out

## Link To Dashboard
http://minos.mapd.com:8000/#/link/mapd/ff5db325

## Screenshots
![sep-08-2017 16-01-40](https://user-images.githubusercontent.com/16374964/30234175-a00f710c-94af-11e7-8bb0-dd7a6b840489.gif)

## Other Information",menaczar,"P2,bug",,"@menaczar can you verify that this is not happening on point map as well,Davidiskander
It only happens in scatter chart not point map. Verified.,menaczar
hi @Davidiskander, having some trouble reproducing this bug.

can you confirm that the chart type is `SCATTER`

![scatter-chart-type](https://user-images.githubusercontent.com/2119400/33048374-5d1a3f0a-ce0f-11e7-9553-7b6378966799.png)

then then remind me how to create a legend?  I don't see a control to create a legend anywhere on the page. (might be a UX bug in addition to the scroll bug 😅  )

![screen shot 2017-11-20 at 4 23 24 pm](https://user-images.githubusercontent.com/2119400/33048332-29e2f15e-ce0f-11e7-83d2-4649ffe1e4f3.png)
,micahstubbs
@micahstubbs for the map you have choose carrier_name as color dimension.
When you go back to the dashboard you should be able to scroll up and down the legends with your mouse scroll (or 2 fingers on pad). 
The current behavior: is that scrolling zooms in and out the map.
Expected: when you have the mouse over the legend scrolling should scroll up and down the legends.,menaczar
As Mena says, you have to populate the `Color` field. Try these settings to get a legend that is too long and needs to scroll. See that you can't scroll it just by mouse scroll over it as it will zoom instead.

![scroll_zoom](https://user-images.githubusercontent.com/824534/33052218-d0801182-ce3b-11e7-8717-ddef5cdd6b37.gif),biovisualize"
Enhancement suggestion: Share button label should reflect that it shares the instance on the screen,3239,,2017-09-08T21:02:18Z,2017-09-08T21:02:18Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Share button creates a link to the instance on the screen not what is saved.

The button label should reflect that it's sharing an instance of what is on the screen not the actual saved dashboard.

Or we should have and option to share either or
",menaczar,enhancement,,
SQL query table: headers should be docked.,3230,,2017-09-07T20:29:54Z,2017-09-07T20:29:54Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
After an SQL query, the result table header should be docked.
## Steps To Reproduce

## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots

## Other Information
",menaczar,enhancement,,
Dashboard Back Ups,3222,,2017-09-06T22:38:38Z,2017-09-07T00:24:55Z,Place holder issue so I dont forget,mrblueblue,customer,,
Save text in text widget when switching chart types,3219,,2017-09-06T21:27:07Z,2017-09-06T21:27:35Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

When editing a text widget, if you accidentally or intentionally switch to a different chart type, any unsaved text is lost. It would be nice to preserve the text.


## Steps To Reproduce

## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots

## Other Information
",mythilimapd,enhancement,,"@biovisualize  added this story so I don't forget. Not a priority for current sprint!,mythilimapd"
Midrange color is the same as unselected boxes in the Heat map,3216,,2017-09-06T20:42:10Z,2017-09-06T20:48:21Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
While filtering on the heat map, the mid range color is almost the same grey as the unselected boxes and it's confusing because you can select one of those and don't see a change while you have an active filter. 

## Steps To Reproduce
Create any Heat map 
Choose the third color pattern
Or choose the second pattern
Click on any of the grey boxes

## Expected Result
Selected boxes should have a different color than the unselected ones

## Actual Result
Low range on second color pattern and mid range on the third color pattern can be the same color as the unselected boxes.

## Link To Dashboard
http://immerse-master.prod.frontend.builds.mapd.com/

## Screenshots
![sep-06-2017 13-34-55](https://user-images.githubusercontent.com/16374964/30133558-2bd6a488-9309-11e7-86d4-571e9823a39c.gif)


## Other Information",menaczar,enhancement,,
Line chart bugs and improvements,3200,[object Object],2017-09-04T17:24:23Z,2018-01-23T21:04:37Z,"## Description
As a user, I want to be able to use the line chart without bugs slowing me down in my process of configuring and using it on a dashboard.

As a developer, I need a chart codebase that is easier to debug, scale and with less side-effects, so we can fix and develop new features quickly.

The line chart has a lot of associated bugs that should be addressed in batches instead of just fixing them one by one without fixing common causes. It also need to get more stable before adding new features. This is a placeholder task to collect all line chart bugs and features and sync on implementation.

## Acceptance criteria
This task can be closed when a group of issues has been fixed by fixing a common cause and the rest of the tasks are documented. It should not be a never-ending stream of tasks.",biovisualize,,,"I would suggest completely redoing the line chart at some point

A good candidate for its replacement is to use the Vega runtime. At the very least, it's API should just be ""give me a Vega or Vega-lite"" specification and its runtime could be anything else.

Relatedly, we need to rewrite how we set and process binning and date transformations. The way crossfilter handles these transformations makes the line chart pretty painful and unintuitive to work with.

Please note: the previous work I did on the line chart **was not** meant to fix all the line chart bugs. The purpose was to clean up its interface with Immerse.

As a result of my frustrations with doing the latter, I started investigating and prototyping two strategies, both of which I believe have been validated: 

1. using the Vega runtime or its spec API to re-implement the line chart
2. using a declarative API to set and process data transformations
,mrblueblue
I agree. Having a declarative API would also help solve the root cause of a lot of our problems: poorly defined state transitions. A nice side-effect of using a Vega[-lite] API is to unify with the raster API and also to brand or effort as being part of Jeff Heer's ecosystem (Vega, Voyager2, Trifacta, D3).

@mrblueblue I know about your vega transform layer (pretty cool stuff), but I didn't know about a line chart prototype. Where can I find it?

Anyway, that's what I plan to do this sprint: replace the line chart with a new one easy to interface with a Vega-lite API. The first goal is to fix all the bugs directly related to line chart, then to make it easier to fix related bugs (those whose fix should live outside of the line chart component, like binning, filtering, switching) and to implement new features (multi-measures, individual line styles). I will break down this work in phases, making sure we have weekly deliverables that are in master, bringing value and preserving older dashboards. It will use the Text widget and Row chart experiment as a base.,biovisualize

![line-chart-multi-measures-r2-5](https://user-images.githubusercontent.com/29928117/30615512-0850dade-9d44-11e7-8f9e-d013ef24b473.png)

![line-chart-multi-measures-r2-1](https://user-images.githubusercontent.com/29928117/30615469-f18c4edc-9d43-11e7-93aa-70293b75f865.png)
![line-chart-multi-measures-r2-2](https://user-images.githubusercontent.com/29928117/30615474-f449f02a-9d43-11e7-867d-9e823d873b61.png)
![line-chart-multi-measures-r2-2b](https://user-images.githubusercontent.com/29928117/30615478-f6e7a066-9d43-11e7-9af6-e13e5ff14fa5.png)
![line-chart-multi-measures-r2-3](https://user-images.githubusercontent.com/29928117/30615481-f98dc8e0-9d43-11e7-9728-8c90ad7e3a74.png)
![line-chart-multi-measures-r2-4 1](https://user-images.githubusercontent.com/29928117/30615559-215619fe-9d44-11e7-9b5a-93519eec6bdd.png)
,mythilimapd
@duhoang Thanks for the designs.
* Can you have multiple measures and assign them to one of both axes, or we are limited to one by axis? 
* Is it possible to get in an inconsistent state, for example by selecting 2 measures that doesn't properly join on the x axis dimension?
* We should disable the area chart selector when we have multiple axes, as it doesn't make sense to stack measures from different ranges (i.e. sales quantities over profit)
* I guess the ""Series color"" should change name for ""Measures color""?

Other questions less directly related to design
* Do we union x axis data or we take the dimension range from one of the measure (i.e. taxi timestamps from 2010-2012 over flight timestamps 2011-2013)?,biovisualize
@biovisualize @mythilimapd 
- You can have multiple measures sharing an axis. In fact, this is the default behavior.
- We are working out this mechanic, you are more than welcome to share your thoughts on what would make sense.
- We can do that, if that make sense.
- I'm thinking of labeling that section as ""Color & Line Style"" (more generic)

- This is also in discussion right now, Todd has some opinions on how he think it should be done. I will try to capture that and share with the team.
,duhoang
Hi @duhoang just to clarify will a community user with SSD still be able to pick two dimensions from the same source (I.e pickup and drop off times in taxis or join time and tweet time in tweets)? I think this is desired behavior. Only tricky thing about this use case is that the user may not want to filter on both series at once (I.e join time and tweet time with one brush), which makes this situation a bit tricky. ,tmostak
Re the range question @biovisualize I would argue for the default being union. We could possibly allow optional clamping through a UI dropdown but the user could also achieve that with a range chart or global filters if we want to keep things simple. ,tmostak
Actually if we are holding back multi-layer maps from community it might make sense to hold back multi-dimension line charts from community. Then if an enterprise user wants to pick two dimensions from the same source they could just pick the same source twice. ,tmostak
We need to think through this a bit.  The most typical use case for multiple measures is to see it on date/time dimension or a regular dimension.  With MSD we can give the user the choice of union or intersection for the time axis.

What is not clear to me is if we should allow for a binned or un-binned measure as x-axis for multiple measure line charts and this even makes sense.,mythilimapd"
Bubble chart: pop up doesn't disappear if mouse moved away during the pop up animation ,3198,,2017-09-01T23:37:25Z,2017-09-27T19:04:36Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Bubble chart: pop up doesn't disappear if mouse moved away during the pop up animation y

## Steps To Reproduce
-Create a bubble chart
-Find any bubble that is touching any axis]
-Hoover the mouse over the bubble and try to move the mouse away during the pop up animation 

## Expected Result
The pop up should disappear

## Actual Result
Pop up doesn't disappear 

## Link To Dashboard
http://immerse-master.prod.frontend.builds.mapd.com/

## Screenshots
![sep-01-2017 16-31-42](https://user-images.githubusercontent.com/16374964/29990877-c99f847a-8f33-11e7-9b1a-e24a1db62cfb.gif)",menaczar,enhancement,,"Still present ,menaczar"
Aliases for non-custom dimensions/measures,3194,,2017-09-01T16:38:53Z,2018-01-27T07:07:25Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Aliases for custom SQL dimensions/measures are sweet. Many columns in databases have stupid names. It would be nice if I could use an alias for stupid column names. For example, in the NYC trees database, spc_common could have the alias ""Common Name"" in my chart. Currently, I've been creating views to achieve this result.

## Steps To Reproduce

## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots
I'm suggesting that every column have a Name (alias) field, not just the custom dimensions and measures:

![aliasfield](https://user-images.githubusercontent.com/6788473/33333204-2b61197c-d41b-11e7-9eec-41246254c322.png)


## Other Information",DennisDawson,enhancement,,"Still present ,menaczar
@DennisDawson I think this is already possible with the alias feature. You can give any existing column name an alias and use that alias in the chart.  ,mythilimapd
I wasn't clear - it would be nice to be able to enter an alias for a column in Immerse, rather than having to go to the command line (a **Name** field for every column, not just the custom measures.,DennisDawson
Is it not a feature that will be part of Data Manager?,biovisualize
@DennisDawson I understood what you meant and that functionality to alias an existing column already exists from Chart Editor,mythilimapd
💯 for this feature request,micahstubbs"
Custom SQL doesn't check if empty and returns wrong SQL expression error,3180,,2017-08-29T21:02:24Z,2017-09-27T19:15:35Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Creating a Custom SQL dimension or measure doesn't check if the SQL expression is empty and returns the same error as a wrong SQL expression entered.

## Steps To Reproduce
-Create a new Dashboard
-Create a new chart
-Add dimension and select Custom SQL 
-Add an Alias 
-Leave SQL expression blank
-Select ok 


## Expected Result
-A message should notify the user that the expression was left blank.
## Actual Result
-SQL query runs and returns the error:
-It will run the query and return the  error :""Error: Exception: Parse failed: Encountered ""FROM"" at line 1, column 9.
Was expecting one of:
""UNION"" ...
""INTERSECT"" ...
""EXCEPT"" ...
""MINUS"" ...
""ORDER"" ...
""LIMIT"" ...
""OFFSET"" ...
""FETCH"" ...
""STREAM"" ...
""DISTINCT"" ...
""ALL"" ...
""*"" ...
""+"" ...
""-"" ...
""NOT"" ...
""EXISTS"" ...
<UNSIGNED_INTEGER_LITERAL> ...
<DECIMAL_NUMERIC_LITERAL> ...
<APPROX_NUMERIC_LITERAL> ...
<BINARY_STRING_LITERAL> ...
<PREFIXED_STRING_LITERAL> ...
<QUOTED_STRING> ...
<UNICODE_STRING_LITERAL> ...
""TRUE"" ...
""FALSE"" ...
""UNKNOWN"" ...
""NULL"" ...
<LBRACE_D> ...
<LBRACE_T> ...
<LBRACE_TS> ...
""DATE"" ...
""TIME"" ...
""TIMESTAMP"" ...
""INTERVAL"" ...
""?"" ...
""CAST"" ...
""EXTRACT"" ...
""POSITION"" ...
""CONVERT"" ...
""TRANSLATE"" ...
""OVERLAY"" ...
""FLOOR"" ...
""CEIL"" ...
""CEILING"" ...
""SUBSTRING"" ...
""TRIM"" ...
""CLASSIFIER"" ...
""MATCH_NUMBER"" ...
""RUNNING"" ...
""PREV"" ...
""NEXT"" ...
<LBRACE_FN> ...
""MULTISET"" ...
""ARRAY"" ...
""PERIOD"" ...
""SPECIFIC"" ...
<IDENTIFIER> ...
<QUOTED_IDENTIFIER> ...
<BACK_QUOTED_IDENTIFIER> ...
<BRACKET_QUOTED_IDENTIFIER> ...
<UNICODE_QUOTED_IDENTIFIER> ...
""ABS"" ...
""AVG"" ...
""CARDINALITY"" ...
""CHAR_LENGTH"" ...
""CHARACTER_LENGTH"" ...
""COALESCE"" ...
""COLLECT"" ...
""COVAR_POP"" ...
""COVAR_SAMP"" ...
""CUME_DIST"" ...
""COUNT"" ...
""CURRENT_DATE"" ...
""CURRENT_TIME"" ...
""CURRENT_TIMESTAMP"" ...
""DENSE_RANK"" ...
""ELEMENT"" ...
""EXP"" ...
""FIRST_VALUE"" ...
""FUSION"" ...
""GROUPING"" ...
""HOUR"" ...
""LAG"" ...
""LEAD"" ...
""LAST_VALUE"" ...
""LN"" ...
""LOCALTIME"" ...
""LOCALTIMESTAMP"" ...
""LOWER"" ...
""MAX"" ...
""MIN"" ...
""MINUTE"" ...
""MOD"" ...
""MONTH"" ...
""NTILE"" ...
""NULLIF"" ...
""OCTET_LENGTH"" ...
""PERCENT_RANK"" ...
""POWER"" ...
""RANK"" ...
""REGR_SXX"" ...
""REGR_SYY"" ...
""ROW_NUMBER"" ...
""SECOND"" ...
""SQRT"" ...
""STDDEV_POP"" ...
""STDDEV_SAMP"" ...
""SUM"" ...
""UPPER"" ...
""TRUNCATE"" ...
""USER"" ...
""VAR_POP"" ...
""VAR_SAMP"" ...
""YEAR"" ...
""CURRENT_CATALOG"" ...
""CURRENT_DEFAULT_TRANSFORM_GROUP"" ...
""CURRENT_PATH"" ...
""CURRENT_ROLE"" ...
""CURRENT_SCHEMA"" ...
""CURRENT_USER"" ...
""SESSION_USER"" ...
""SYSTEM_USER"" ...
""NEW"" ...
""CASE"" ...
""CURRENT"" ...
""CURSOR"" ...
""ROW"" ...
""("" ...
OK""

## Link To Dashboard
http://immerse-3079.dev.frontend.builds.mapd.com/

## Screenshots
![aug-29-2017 13-12-16](https://user-images.githubusercontent.com/16374964/29843405-ac86c8f0-8cc0-11e7-9881-2d13fa02c2d0.gif)

## Other Information
Should check if the expression is empty and warn the user or at least return a more specific error message.",menaczar,"P3,bug",,"still present ,menaczar"
Address bugs related to duplicate queries,3159,,2017-08-23T22:58:49Z,2018-01-23T21:04:37Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Placeholder user  story for fixing issues related to duplicate queries.

## Steps To Reproduce

## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots

## Other Information
",mythilimapd,,,
Duplicate queries on dashboard load issued by raster chart w/ draw filters. ,3146,,2017-08-22T20:25:12Z,2017-08-23T23:29:49Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Customer Huawei has observed duplicates queries being issued from Immerse.

## Steps To Reproduce

Login using the credentials given below and open the dashboard **Tutela Signal Strength AVEA**.

**Credentials**

username: mapd
password: FastData4All
database: tutela

Observe the SQL queries issued.

#### ALTERNATIVELY 
Create a dashboard with a pointmap.
Apply a few draw filters
Save dashboard 
Turn on sql logging 
Reload dashboard and observe queries. 

## Expected Result
Should not be issuing duplicate queries
## Actual Result

## Link To Dashboard


## Screenshots
![screen shot 2017-08-22 at 10 07 57 am](https://user-images.githubusercontent.com/29928117/29585684-e5ca8cf2-873c-11e7-9ca7-f04f4fd61e84.png)


## Other Information
Here are the duplicate queries I see when I open the dashboard


SELECT ServiceProvider as key0,COUNT(*) AS val FROM tutela_new WHERE (QOSLocationLongitude >= 28.429139369119753 AND QOSLocationLongitude <= 29.651669520421194) AND (QOSLocationLatitude >= 40.80807956820715 AND QOSLocationLatitude <= 41.2243860255617) AND ConnectionType = 'MOBILE' GROUP BY key0 ORDER BY val DESC LIMIT 21 OFFSET 0 on Server 0 - Execution Time: 47  ms, Total Time: 316ms
affaf391e630b4600700.bundle.js:138 

SELECT ServiceProvider as key0,COUNT(*) AS val FROM tutela_new WHERE (QOSLocationLongitude >= 28.429139369119753 AND QOSLocationLongitude <= 29.651669520421194) AND (QOSLocationLatitude >= 40.80807956820715 AND QOSLocationLatitude <= 41.2243860255617) AND ConnectionType = 'MOBILE' GROUP BY key0 ORDER BY val DESC LIMIT 21 OFFSET 0 on Server 0 - Execution Time: 48  ms, Total Time: 319ms

SELECT date_trunc(week, cd) as key0,CASE when ServiceProvider IN ('Turkcell','TURKCELL','VODAFONE TR','Turk Telekom','AVEA') then ServiceProvider ELSE 'other' END as key1,AVG(QOSLatencyAverage) AS val FROM tutela_new WHERE (cd >= TIMESTAMP(0) '2016-01-01 00:00:25' AND cd <= TIMESTAMP(0) '2017-02-09 23:35:54') AND (QOSLocationLongitude >= 28.429139369119753 AND QOSLocationLongitude <= 29.651669520421194) AND (QOSLocationLatitude >= 40.80807956820715 AND QOSLocationLatitude <= 41.2243860255617) AND ConnectionType = 'MOBILE' AND QOSLatencyAverage IS NOT NULL GROUP BY key0, key1 ORDER BY key0,key1 on Server 0 - Execution Time: 129  ms, Total Time: 231ms


SELECT date_trunc(week, cd) as key0,CASE when ServiceProvider IN ('Turkcell','TURKCELL','VODAFONE TR','Turk Telekom','AVEA') then ServiceProvider ELSE 'other' END as key1,AVG(QOSLatencyAverage) AS val FROM tutela_new WHERE (cd >= TIMESTAMP(0) '2016-01-01 00:00:25' AND cd <= TIMESTAMP(0) '2017-02-09 23:35:54') AND (QOSLocationLongitude >= 28.429139369119753 AND QOSLocationLongitude <= 29.651669520421194) AND (QOSLocationLatitude >= 40.80807956820715 AND QOSLocationLatitude <= 41.2243860255617) AND ConnectionType = 'MOBILE' AND QOSLatencyAverage IS NOT NULL GROUP BY key0, key1 ORDER BY key0,key1 on Server 0 - Execution Time: 123  ms, Total Time: 339ms",mythilimapd,"P2,bug,customer",,"I think we need more information and context.

Furthermore, we have no common understanding or framework from which to approach these types of issues. Let's not go fighting windmills here.,mrblueblue
Just load  the dashboard **Tutela Signal Strength AVEA**  and you will see the duplicate SQL calls.  Let me know what else I could provide you as information.,mythilimapd
We can fix these instances, but there will likely be more cases. We can incorporate them as part of peer review/QA, but I doubt we want to add more process to an already process heavy cycle. We can probably come up with a clever way to _solve_ this problem so we never have to deal with it again. ,nytai
Related to https://github.com/mapd/mapd-immerse/issues/2435#issuecomment-291966055 and https://github.com/mapd/mapd-immerse/issues/2508

> Right now we don't track our app performance and don't really have a way of speaking about these issues. We might want to start tracking performance but there still remain open questions about where we would store this information and how we would use it. See below for the type of metrics we could track #2508
,mrblueblue
Here is some research I've found so far:

- Count widget will issue 2 queries on load: 1 is for total count the other is for filtered count
- line chart w/ range chart will issue 2 queries on load, 1 is for the range chart the other for the focus chart. If there is a range filter applied, the queries will be slightly different (the filters) 
,nytai
@nytai - Thanks a lot. This makes sense.  I will go ahead and close the issue,mythilimapd
I'm investigating some raster chart redraws, will update later today ,nytai
OK, thanks @nytai ,mythilimapd
Ok I have identified a case where raster (backend rendered) chart can issue more than one query on load. When we load a raster chart and apply draw filters the application of each draw filter causes an all-charts-redraw to fire. 

We can implement a way to add these filters without causing unnecessary redraws, should be fairly simple. However there are a few other bugs around raster charts firing unnecessary queries, one that comes to mind is https://github.com/mapd/mapd-immerse/issues/1971 

I think it would be good to group these together in a sprint epic focused around _solve raster chart redraws/optimize raster chart queries_

Either way, I'm going to update this ticket to reflect what I've described above. ,nytai
@nytai - Thank you so much. I will create a user story and group these bugs together. We can prioritize it for next sprint. Once again - thanks a lot for all your efforts to get to the bottom of this issue. Very much appreciated.,mythilimapd"
Inconsistent Chart Behavior (Bar Chart and Pointmap),3143,,2017-08-22T19:03:33Z,2017-09-27T19:27:17Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: prod, dev

## Issue Description
When switching between chart types, data can change or only partially render. May be related to #2917 
Note that this is not a regression.

## Steps To Reproduce
1. Create a dashboard with the contributions dataset
2. Create a new bar chart with `contributor gender` as a dimension, `amount` as a width
3. Save and exit
4. Return to chart, and switch to pointmap with `lat` and `lon`
5. Switch back to bar chart
6. Switch back to point map 

## Expected Result
Bar chart and pointmap render correctly (or require appropriate information for disparate chart types)

## Actual Result
Bar chart data renders incorrectly, and pointmap data only partially renders

## Link To Dashboard

## Screenshots
![pointmap cache issue](https://user-images.githubusercontent.com/8594375/29582536-e906c24c-8731-11e7-80f4-548bebaa32f6.gif)

<img width=""933"" alt=""screen shot 2017-08-22 at 11 57 53 am"" src=""https://user-images.githubusercontent.com/8594375/29582591-2578cbee-8732-11e7-9009-7fca5e6ead21.png"">

## Other Information",ayyrickay,,,"Still present ,menaczar"
Problem switching density gradient between pointmap and scatter,3142,,2017-08-22T18:59:52Z,2017-09-27T19:32:27Z,"# Description
Multiple ways to reproduce it. On Minos. Here's one:
* load pointmap with lon lat
* turn off density gradient
* pick a new color
* switch to scatter chart
* turn density gradient back on
* go back to pointmap: it gives a pop-up errors and cursor spinner. And Immerse needs to be restarted.
![pointmap_color_bug](https://user-images.githubusercontent.com/824534/29582557-feb52228-8731-11e7-8ecc-b9d790ec8403.gif)",biovisualize,,,"still present ,menaczar"
Prototype color manager,3131,,2017-08-21T22:42:32Z,2017-08-21T23:32:51Z,"## Description
The color management is complex and buggy. We should encapsulate the logic in a proper color manager. 

## Scope
This should be done in steps. This task is about keeping the same functionalities but gather all color code in a single service, hopefully fixing some bugs along the way #2129. This should have unit tests to prove that it's decoupled.

The next step (out of this scope) will be to expand it until all bugs are solved and move to new features, like top N coloring, global colors (coloring the related values across multiple charts), bringing color management closer to data mapping, etc.",biovisualize,,biovisualize,
