"github issue name",html_url,id,"github issue ID","Fix Version/s","Created timestamp","Updated timestamp","Description","Reporter","Labels",comments,"Assignee"
Refactor Row Chart with Saga,https://github.com/mapd/mapd-immerse/issues/2661,227203636,2661,,2017-05-08T23:25:00Z,2017-07-14T23:01:53Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

Row Chart should use [redux saga](https://github.com/redux-saga/redux-saga) so immerse no longer needs to diff.

Use [example from pointmap](https://github.com/mapd/mapd2-frontend/blob/master/projects/dashboard-v2/src/charts/pointmap/pointmap-sagas.js) to help guide refactor work.",MarcBalaban,component-charting,4,MarcBalaban
Charts 'scatter' on resize of window if dashboard create at fullscreen and charts shrunk ,https://github.com/mapd/mapd-immerse/issues/2657,226059637,2657,,2017-05-03T17:32:03Z,2017-07-14T23:02:24Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: v2.4 also reproduced in V3rc

## Issue Description
Customer is reporting that if they build a dashboard at full screen and 'squeeze' the charts to there smallest size, when thet then view the dashboard at less than fullscreen the charts are scattered across the screen

## Steps To Reproduce
build a dashboard at fullscreen and reduce the two charts on the left to be as small as immerse will allow them to be 

![image](https://cloud.githubusercontent.com/assets/4306442/25672981/ab795280-2fea-11e7-8e7d-68ab0e12460c.png)

save dashboard

open dashboard at non full screen mode.

Resize the window a little bigger

![scatter](https://cloud.githubusercontent.com/assets/4306442/25673192/55df45d6-2feb-11e7-98cc-bdb42e5f09ea.png)




## Expected Result

For charts to remain in orderly locations

## Actual Result

Charts are scattered

## Link To Dashboard

## Screenshots

## Other Information

now that they know what is causing the scattered dashboards they can educate people not to do it, but we should protect from it.",dwayneberry,"component-charting,customer",2,
Line chart Bins are missing one bin ,https://github.com/mapd/mapd-immerse/issues/2574,222507965,2574,,2017-04-18T18:40:01Z,2017-08-07T18:13:20Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Range chart is also missing one bin, example if you have 12 bins its shows only 11 bins
## Steps To Reproduce
create dashboard with range chart and histogram with the following info
1. Dataset : contributions
2. X-axis : cycle_elections
3. series: committee_party
4. Y-axis : Avg amt

Now brush the histogram so that only one point is selected .

## Expected Result
Range chart would show one single point
## Actual Result
Range chart is empty
## Link To Dashboard
http://immerse-v2-2424.dev.frontend.builds.mapd.com/#/link/mapd/642e3695

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/25147219/a7e92f7a-242b-11e7-9749-4c6f45347e84.png)


## Other Information
Here is a query , WHERE clause is used twice

`""SELECT cast((cast(cycle_election as float) - 1998) * 13 as int) as key0,CASE when committee_party IN ('R','D','3','I','L') then committee_party ELSE 'other' END as key1,AVG(amount) AS val FROM contributions WHERE (cycle_election >= 1998 AND cycle_election <= 2000) AND ((cycle_election >= 1997.7744360902257 AND cycle_election <= 2000.779448621554)) AND amount IS NOT NULL GROUP BY key0, key1 HAVING key0 >= 0 AND key0 < 26 ORDER BY key0,key1""`",Mrudulabaj,"bug,component-charting,needs info,stability",1,
Instrument end-to-end tests to see what code is covered by them,https://github.com/mapd/mapd-immerse/issues/2570,222187631,2570,,2017-04-17T18:01:56Z,2017-12-01T17:34:40Z,,billmaimone,tests,2,
"[Circle Selector tool] Negative scale , disappears selection",https://github.com/mapd/mapd-immerse/issues/2561,221691967,2561,,2017-04-13T21:51:09Z,2017-07-14T23:07:06Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

## Steps To Reproduce
1. Dataset: contributions
2. Pointmap chart lon:lon , lat: lat 
3. draw a circle selector tool 
## Expected Result
selection would not disappear
## Actual Result
selection disappears
## Link To Dashboard

## Screenshots
![fe-selector](https://cloud.githubusercontent.com/assets/24970225/25025799/87578d0a-2058-11e7-9bc8-630ba56bb88b.gif)

## Other Information
",Mrudulabaj,"bug,component-raster",1,vastcharade
Errors with malformed svg on Choropleth ,https://github.com/mapd/mapd-immerse/issues/2554,221082730,2554,,2017-04-11T21:14:54Z,2017-08-11T12:29:55Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

## Steps To Reproduce
1. on http://immerse-v2-lastrelease.dev.frontend.builds.mapd.com/ [Latest prod code]
2. Create a choropleth chart with dim : country , Geo json Join : countries and color :  # records
## Expected Result
No errors when chart is rendered
## Actual Result
d3.js:670 Error: <path> attribute d: Expected number, ""…3.2554484379023LNaN,NaNLNaN,NaNL…"".
## Link To Dashboard

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/24931183/31f5b4c4-1ec1-11e7-8d10-c19320a69e1a.png)

## Other Information
",Mrudulabaj,"bug,component-raster",0,
[ScatterPlot] text bleeding out under color palette ,https://github.com/mapd/mapd-immerse/issues/2547,220793623,2547,,2017-04-10T22:56:33Z,2017-07-14T23:08:22Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

## Steps To Reproduce
1. Select Tweets data set create scatter plot chart 
![image](https://cloud.githubusercontent.com/assets/24970225/24885941/2b62ef20-1e06-11e7-91f1-e100e796626c.png)

## Expected Result
text is wrapped properly
## Actual Result
Text bleeds out 
## Link To Dashboard

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/24885915/0d6907fc-1e06-11e7-8f34-0affd75aa050.png)

## Other Information
",Mrudulabaj,"bug,component-charting",0,
Selector spinners do not appear in all cases,https://github.com/mapd/mapd-immerse/issues/2542,220766120,2542,,2017-04-10T20:48:50Z,2017-12-01T17:34:54Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
The selector spinners intended to indicate to use that data is being (cold) loaded from disk do not appear in all cases. 

## Steps To Reproduce
Probably best way to repro this is to use the `taxi_weather_tracts_factual_full` data set on Kali, and select columns that have not been recently selected. Issue was originally reported with:
create table chart with [dimension: conditions] and [measure: avg(rate_code_id)]
## Expected Result
A visible spinner is in the selector pill
## Actual Result
the spinner is not visible 
## Link To Dashboard

## Screenshots
![bug](https://cloud.githubusercontent.com/assets/10255196/24881981/621ab618-1df4-11e7-8356-d4f39b262899.gif)

## Other Information
Note: after following the steps listed above you will not be able to repeat the steps and expect the same result as the column data will already be in memory. You can try and reproduce using other columns. ",nytai,bug,1,
Improve error msg for broken/missing dashboard link,https://github.com/mapd/mapd-immerse/issues/2534,220590543,2534,,2017-04-10T09:44:29Z,2017-09-27T20:50:34Z,"## Issue Description
`get_link_view` exceptions are ignored, so Immerse tries to parse the exception if you provide a link which does not exist.

## Steps To Reproduce
- create dashboard link
- modify link to one which does not exist
- try to load broken link

## Expected Result
Backend throws an exception saying the link is invalid. Show this or something similarly sane.

## Actual Result
Tries to base64 decode the exception message, resulting in

    InvalidCharacterError: Failed to execute 'atob' on 'Window': The string to be decoded is not correctly encoded.

## Link To Dashboard
http://immerse-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/BrokenLink",andrewseidl,"P3,bug",0,
Chart filter on array issues incorrect SQL,https://github.com/mapd/mapd-immerse/issues/2532,220451321,2532,,2017-04-09T06:19:00Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
It's a valid question whether supporting filter-on-array is a good idea, but our current UI makes it appear doing this is supported.

When you filter on an array, we issue bad SQL resulting in a calcite error and the dashboard not updating properly.

## Steps To Reproduce
1) load up http://kali.dashboard-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/1efb67fb
2) scroll in the table chart to a row with multiple items in the array
3) click the row to filter


## Expected Result
Chart filters for the row with the array you clicked on, and other charts update

## Actual Result
Other charts don't update + errors

## Link To Dashboard
http://kali.dashboard-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/1efb67fb

## Screenshots
![bug](https://cloud.githubusercontent.com/assets/14082721/24835219/793ed7d8-1cb0-11e7-9cbe-eb1b2bb1f7b5.gif)



## Other Information
According to @asuhan the SQL in order to try to match on a particular array such as example array:
`Petco, AT&T Store, Barnes & Noble`

Would look like:

```SELECT COUNT(*) as val FROM taxi_weather_tracts_factual_full WHERE dropoff_store_names[1] = 'Petco' AND dropoff_store_names[2] = 'AT&T Store' AND dropoff_store_names[3] = 'Barnes & Noble' AND dropoff_store_names[4] IS NULL```",edmapd,"bug,lo-pri",0,
Track App Performance Metrics,https://github.com/mapd/mapd-immerse/issues/2508,219717265,2508,,2017-04-05T21:14:45Z,2017-07-21T19:59:25Z,"# User Story

As a developer, I would like to know how fast or slow certain aspects our application are and track how these metrics change over time.

# General Specifications





",mrblueblue,"needs info,tech",0,
SQL Editor: Infinite Scrolling on Data Preview Table,https://github.com/mapd/mapd-immerse/issues/2505,219694877,2505,,2017-04-05T19:48:24Z,2017-12-01T17:34:49Z,"# User Story

# General Specifications

# SQL Specifications

# UI Specifications



",mrblueblue,"feature,needs info",0,
Sql Editor: option to cancel the query mid-run ,https://github.com/mapd/mapd-immerse/issues/2495,219354726,2495,,2017-04-04T19:18:27Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
we should have an option to cancel the execution . 
## Steps To Reproduce
if a user runs a command by mistake and wants to terminate the query run , he has no way to do that . user has to wait until the run time execution is complete .
## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots

## Other Information
",Mrudulabaj,enhancement,1,
Error: failed to invert matrix,https://github.com/mapd/mapd-immerse/issues/2494,219119956,2494,,2017-04-04T01:58:10Z,2017-07-14T23:11:02Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
After trying to create a pointmap against the `Home_Zip_Quake` table on europa, we are throwing `Uncaught (in promise) Error: failed to invert matrix`
Then `Uncaught Error: Invalid LngLat object: (NaN, NaN)`


## Steps To Reproduce
go to europa.mapd.com:9092
id/pwd/db   sandhya/MapDTest1/test

Create pointmap against `Home_Zip_Quake` table.   lat=""lat"" lon=""long""

## Link To Dashboard
http://europa.mapd.com:9092/#/link/test/4d97a674

## Screenshots
![bug](https://cloud.githubusercontent.com/assets/14082721/24638668/47f5c2e6-189f-11e7-9867-0b90e89a876c.gif)


![screen shot 2017-04-03 at 6 33 41 pm](https://cloud.githubusercontent.com/assets/14082721/24638292/1b854202-189c-11e7-96f5-7fb09d68f48e.png)



## Other Information
",edmapd,"bug,component-raster,stability",1,
Migrate old dashboards for new Immerse versions,https://github.com/mapd/mapd-immerse/issues/2493,219119941,2493,,2017-04-04T01:58:02Z,2017-08-07T18:47:29Z,"# User Story
As a user who created a dashboard with Immerse version X, I want to be able to open that dashboard with Immerse version Y (where Y > X).

# Specifications
- A ""migration"" is code that transforms dashboard saved data from the shape one version of Immerse expects to the shape another version of Immerse expects.
- [ ] Dash created on previous version of Immerse (eg v.1) can be opened on new version of Immerse (eg v.3) where there's a dash shape change.
- [ ] Dashes created on new version of Immerse (eg v.3) do *not* need to be able to work on *old* versions of Immerse (eg v.1) ie downgrading is not supported (tell customers to back up!).
- [ ] It's difficult or impossible for a dash shape change to be merged to master without including a corresponding migration.
- [ ] Do not need migrations for every version of Immerse.
- [ ] Migrations are transitive so given migrations `v.1 ➡️  v.2` and `v.2 ➡️ v.3`, a dash can migrate from v.1 ➡️ v.3.
- [ ] Only necessary migrations are run, so given migrations `v.1 ➡️  v.2` `v.2 ➡️ v.3` and `v.3 ➡️ v.4`, a dash can migrate from v.2 ➡️ v.4 without running `v.1 ➡️  v.2`.
- [ ] After migrating, dash is automatically saved. (Note there's a race here but it's okay as last save will overwrite.)

Maybe separate stories for these: -@mLuby  
- [ ] Dash shape data should be minimal. **`❗️NOTE THIS SHOULD HAPPEN BEFORE ALL OTHERS❗️`** 
- [ ] With reduced dash shape, Immerse can fail gracefully on missing data, eg missing color still renders chart.
- [ ] Dash records either a version number or a hash of the dash so later on saves can decide whether to warn about overwriting.

# Notes
Now that [we record what Immerse version a dashboard was created with](https://github.com/map-d/mapd2-frontend/pull/2446), we’ll know if the shape of the saved dashboard’s data is different from the shape Immerse expects.

One solution is to write migration functions whenever we make breaking changes to the dashboard shape. These functions could be chained together to migrate arbitrarily old dashboards to the current version. It would also be a good idea development-wise to have some infrastructure/process to ensure breaking shape changes include the necessary migration.  ",mLuby,,2,
Inconsistent behavior with color-by-dimension on pie chart when drag/drop dimensions,https://github.com/mapd/mapd-immerse/issues/2490,219000831,2490,,2017-04-03T17:10:42Z,2017-07-14T23:12:01Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
When you drag/drop dimensions , color Palette selections is changing 
## Steps To Reproduce
1. Create a pie chart with flights_donotmodify dataset on Kali 
2. dim : carrier_name , origin_city 
3. Measure :  Avg airtime 
4. now Color by dimensions carrier_name , add top 3 carrier's from the drop down
5. now move origin_city on top of carrier name . The color palette selection changes from carrier_name to origin city  leaving the selected carrier_name.
## Expected Result
color palette selections do not change 
## Actual Result
Before drag/drop
![image](https://cloud.githubusercontent.com/assets/24970225/24621183/7b234c78-1855-11e7-8443-6d0d9713dfba.png)


After drag/drop
![image](https://cloud.githubusercontent.com/assets/24970225/24621091/23d1046a-1855-11e7-8b88-c366ab121c8b.png)

## Link To Dashboard
http://immerse-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/dae3a06f
## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/24621091/23d1046a-1855-11e7-8b88-c366ab121c8b.png)
## Other Information
![fe-drag-drop](https://cloud.githubusercontent.com/assets/24970225/24621254/c05e30e6-1855-11e7-8bae-c1900f4eb737.gif)
",Mrudulabaj,"bug,component-charting",0,
Don't show null dimensions control till you've picked a dimension,https://github.com/mapd/mapd-immerse/issues/2478,218263803,2478,,2017-03-30T17:03:22Z,2017-12-01T17:34:54Z,,edmapd,"enhancement,lo-pri",0,
"Heat Map : ""RESET_APP_ERROR"" when you choose  boolean column ",https://github.com/mapd/mapd-immerse/issues/2444,215577529,2444,,2017-03-20T22:43:23Z,2017-07-14T23:14:24Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Error when choose a boolean column for heatmap. 
## Steps To Reproduce
1. Create heat map using ""airplanes_20160312"" dataset
2. dim : Tisb & Bad
3. Measure : # Records

## Expected Result
No Errors

## Actual Result
```
TypeError: _chart.colsLabel(...)(...).includes is not a function
    at HTMLSpanElement.<anonymous> (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:42215:43)
    at HTMLSpanElement.attrFunction (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:1045:22)
    at http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:1338:17
    at d3_selection_each (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:1344:31)
    at Array.d3_selectionPrototype.each (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:1337:13)
    at Array.d3_selectionPrototype.attr (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:1028:18)
    at Object._chart._doRedraw (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:42214:88)
    at Object._chart._doRender (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:42137:24)
    at Object._chart.render (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:12731:26)
    at dataCallback (http://immerse-v2-2401.dev.frontend.builds.mapd.com/bundle.js:36409:19)
```

## Link To Dashboard

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/24124927/30088596-0d83-11e7-9cc3-79a137acc774.png)

## Other Information
",Mrudulabaj,"bug,component-charting,stability",0,
Redundant count(*) SQL calls on dashboard load,https://github.com/mapd/mapd-immerse/issues/2410,213626917,2410,,2017-03-12T19:22:01Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Creating new dashboard on ships_ais dataset shows 2 `count(*)` queries where you would expect only one

## Steps To Reproduce
Create dashboard against ships_ais

## Link To Dashboard
https://cloud-next-demo.mapd.com

## Screenshots
![multiple sql](https://cloud.githubusercontent.com/assets/14082721/23835076/1029e7b2-071e-11e7-8950-72b9c0289142.gif)


## Other Information
",edmapd,bug,0,
Move Binning Post-Processing to DC,https://github.com/mapd/mapd-immerse/issues/2394,213218464,2394,,2017-03-10T01:38:25Z,2017-03-11T01:01:52Z,"# User Need

As a user, I would like to see my binned data in displayed in a user friendly way. For instance, when I choose to visualize a row chart selecting a time dimension extracted by `day`, I would like to see each bar labeled like ""Monday"", ""Tuesday"", ""Wednesday"", etc instead of ""1"", ""2"", ""3"", etc.

# Technical Specifications

* The core logic and functionality of `function unBinResults` in `modules/binning` should be moved to DC
* The core logic and functionality of `function fillBins` (around line 1505) should be moved to DC as well
* These post processing steps should be abstracted away inside a general data post-processing function invoked in `dataAsync`
* If possible, developer should separate the processing of time bin data and regular numerical bin data
* When possible, developer should clean up the code instead of just moving it 

# UI Specifications


### Date Trunc Labelling

Interval | Format
--- | ---
decade | 1981 - 1990
year | 1990
quarter | 3Q 1990
month | Oct 1990
week | April 13 - April 19, 1990
day | April 13, 1990
hour | April 13, 1990 08:00

### Extract Labelling

Interval | Format
--- | ---
year | 1981
quarter | Q1, Q2, Q3, Q4
month | Jan, Feb, Mar, ... Nov, Dec
dom | 1, 2, 3, ..., 28, 29, 30
dow | Mon, Tue, Wed, Thu, Fri, Sat, Sun
hour | 1, 2, 3, ..., 23, 34
minute | 1, 2, 3, ..., 59, 60


",mrblueblue,tech,0,
scatterplot rendering issue (striations),https://github.com/mapd/mapd-immerse/issues/2349,211465333,2349,,2017-03-02T17:42:09Z,2017-08-11T12:31:33Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description  strange striations on scatter plot when you zoom in .

## Steps To Reproduce
1. Select flights_123M dataset
2. depdelay,arrdelay as first 2 measures and carrier name for color 

## Expected Result
No striations

## Actual Result
strange striations . on the chart 
## Link To Dashboard
http://dashboard-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/2a5b0be6
## Screenshots

![image](https://cloud.githubusercontent.com/assets/24970225/23519625/787bd13a-ff2c-11e6-92bd-c98969f74f86.png)

## Other Information
we need some definition for default  size measure (when size measure is not specified).

If we have a size measure .. we do not see this issue
![image](https://cloud.githubusercontent.com/assets/24970225/23519735/d7ce70b6-ff2c-11e6-80d5-49ea6be3cf67.png)
",Mrudulabaj,"bug,component-charting,dc,needs info",0,
Allow Time Types for BE Scatter,https://github.com/mapd/mapd-immerse/issues/2348,211443628,2348,,2017-03-02T16:28:58Z,2017-07-14T23:18:16Z,,mrblueblue,"component-raster,dc,enhancement,needs info",0,
Document How To Write and Debug Robot Tests,https://github.com/mapd/mapd-immerse/issues/2321,210121779,2321,,2017-02-24T18:22:23Z,2017-07-14T23:19:18Z,- [ ] create a section in the readme to cover this topic.,mrblueblue,"tech,tests",0,
SQLimporter tool from Immerse,https://github.com/mapd/mapd-immerse/issues/2292,208568915,2292,,2017-02-17T21:57:21Z,2017-07-21T20:09:29Z,,edmapd,feature,1,
Preserve Pointmap Color Measure When Switching To and From Table,https://github.com/mapd/mapd-immerse/issues/2290,208330729,2290,,2017-02-17T04:14:01Z,2017-07-15T16:01:03Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

Pointmap color measure becomes size when switching to and from the table chart.

## Steps To Reproduce

1. create a pointmap chart with a color measure
1. switch to table
1. switch back to pointmap
1. see that the color measure is now a size

## Other Information

Can be fixed without tackling https://github.com/map-d/mapd2-frontend/issues/1434. However, implementing https://github.com/map-d/mapd2-frontend/issues/1434 fixes this issue as well as cases for other charts
",mrblueblue,"component-raster,enhancement",1,
Refactor Color State Into One Shape,https://github.com/mapd/mapd-immerse/issues/2286,208291080,2286,,2017-02-17T00:13:19Z,2017-07-21T20:10:18Z,"❓ Needs info on direction of #2262 and/or #2308

The goal of this ticket is to create and enforce one chart color state shape that is used by our application.

Recommendation of https://github.com/map-d/mapd2-frontend/issues/1759

### Existing Color Shapes

```js
const customColors = flatten([values(CUSTOM_COLORS)])

const regularColorShape = shape({
  key: oneOf(flatten([keys(ORDINAL_COLORS), keys(SOLID_COLORS), keys(QUANTITATIVE_COLORS)])).isRequired,
  type: oneOf(keys(MEASURE_DEFAULT_COLORS)).isRequired,
  val: arrayOf(oneOf(flatten([values(ORDINAL_COLORS), values(QUANTITATIVE_COLORS)]))).isRequired
})

const customColorShape = shape({
  column: string.isRequired,
  customDomain: arrayOf(string).isRequired,
  customPalette: shape({
    red: arrayOf(oneOf([""#ea5545""])),
    lime: arrayOf(oneOf([""#bdcf32""])),
    purple: arrayOf(oneOf([""#b33dc6""])),
    orange: arrayOf(oneOf([""#ef9b20""])),
    green: arrayOf(oneOf([""#87bc45""])),
    pink: arrayOf(oneOf([""#f46a9b""])),
    silver: arrayOf(oneOf([""#ace5c7""])),
    yellow: arrayOf(oneOf([""#ede15b""])),
    purpleCool: arrayOf(oneOf([""#836dc5""])),
    greenPastel: arrayOf(oneOf([""#86d87f""])),
    blue: arrayOf(oneOf([""#27aeef""]))
  }),
  customKey: oneOf([""key0""]).isRequired,
  customRange: arrayOf(oneOf(customColors)).isRequired,
  defaultOtherDomain: oneOf([""Default"", ""Other""]).isRequired,
  defaultOtherRange: oneOf(customColors).isRequired,
  isCustom: oneOf([true]).isRequired,
  type: oneOf([""custom""]).isRequired,
  val: arrayOf(oneOf(customColors))
})

const colorShape = oneOfType([regularColorShape, customColorShape])
```
#### Issues
- `customPalette` replicates a color constant
- `val` in both `regularColorShape` and `customColorShape` seems to be a replication of a color constant as well
- `isCustom` seems redundant since we already have a `type` called `custom`
- there should be one consistent color shape; something like

```js
const colorShape = shape({
  type: oneOf(),
  column: string, 
  domain: arrayOf()
  range: arrayOf()
  scale: ?
  key: ?
})

```",mrblueblue,"enhancement,needs info,tech",0,
Importer: filter raw data for char \u0000 ,https://github.com/mapd/mapd-immerse/issues/2282,208010753,2282,,2017-02-16T04:12:36Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Immerse is having issues when displaying 'char \u0000', 'null'  backend needs to filter the data for this characters. 
## Steps To Reproduce

## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots

## Other Information
",Mrudulabaj,bug,0,
Heatmap query needs LIMIT,https://github.com/mapd/mapd-immerse/issues/2281,207972435,2281,,2017-02-16T00:16:38Z,2018-01-10T18:53:50Z,"# Requirements
- [x] User story: user sees heatmap load quickly on high cardinality datasets.
- [x] designs: N/A
- [ ] Verification/QA criteria: (need an example dashboard that runs slowly and should run quickly.)

currently query has no LIMIT

```SELECT ACTOR1 as key0,ACTOR2 as key1,COUNT(*) AS color FROM acled GROUP BY key0, key1 ORDER BY key0,key1;```",edmapd,bug,20,clhenrick
Mockups for top n / auto-coloring,https://github.com/mapd/mapd-immerse/issues/2262,207385040,2262,,2017-02-14T00:50:05Z,2018-02-02T00:37:10Z,,edmapd,,1,
"Shape Importer: If column type is an array, only allow strings to be displayed.",https://github.com/mapd/mapd-immerse/issues/2260,207374154,2260,,2017-02-13T23:41:16Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Immerse hangs when trying to connect to a column , from the dataset that was created via shape file 

## Steps To Reproduce
1. Go to dashboards page , click ->New dashboards
2. Click Import data
3. Drag and drop Geojson file
[countries.geojson.zip](https://github.com/map-d/mapd2-frontend/files/772699/countries.geojson.zip)
4. Give table name 
5. Create a table chart 


## Expected Result
Connect to table chart without any errors 

## Actual Result
Error in the console
Uncaught (in promise) Error: Exception: Unsupported type: ARRAY
    at i (a2f3299….bundle.js:34)
    at a2f3299….bundle.js:34
    at eval (eval at e.exports (a2f3299….bundle.js:1), <anonymous>:7170:7)
    at XMLHttpRequest.eval (eval at e.exports (a2f3299….bundle.js:1), <anonymous>:342:21)

when a get time column is selected 

Uncaught TypeError: Cannot read property 'getTime' of null
    at o (a2f3299….bundle.js:41)
    at a2f3299….bundle.js:41
    at a (a2f3299….bundle.js:41)
    at A (a2f3299….bundle.js:41)
    at a2f3299….vendor.bundle.js:8
    at u (a2f3299….vendor.bundle.js:50)
    at a2f3299….vendor.bundle.js:8
    at e.render (a2f3299….vendor.bundle.js:8)
    at f._renderValidatedComponentWithoutOwnerOrContext (a2f3299….vendor.bundle.js:69)
    at f._renderValidatedComponent (a2f3299….vendor.bundle.js:69)

## Link To Dashboard

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/22908344/bb86b256-f202-11e6-94b6-863aaa8cd3ad.png)

## Other Information
",Mrudulabaj,bug,4,
White flashing of pointmap is back!,https://github.com/mapd/mapd-immerse/issues/2214,205290208,2214,,2017-02-03T22:47:06Z,2017-07-15T16:03:41Z,"## General Info
- **Platform**: All
- **Browser Name**: Chrome
- **Browser Version**: All
- **Application Version**: master dev
- **Computer-Type**: 13"" Macbook Pro (13"" Macbook Air does not have this problem)

## Steps To Reproduce
1) create a pointmap.
2) make the container larger.
3) zoom in and out.

## Expected Result
- No white flashing

## Actual Result
- White flashing",MarcBalaban,"bug,component-raster,dc,needs info",2,vastcharade
Refactor Color Chart,https://github.com/mapd/mapd-immerse/issues/2210,205226440,2210,,2017-02-03T17:58:09Z,2017-07-24T03:22:35Z,"`color-chart` seems like an unnecessary abstraction to some degree. A lot of the logic can be inlined in our chart files. Moreover, a lot of logic should be ported to the DC level. ",mrblueblue,"enhancement,tech",1,
Contributions demo : blurry image shows up before the image gets crisp,https://github.com/mapd/mapd-immerse/issues/2199,204747344,2199,,2017-02-02T00:23:49Z,2017-07-15T16:04:40Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
For contributions demo , on titan _minos , before the dashboard gets crisp a blurry image shows up 
## Steps To Reproduce
1. Login into Titan on minos 
2. select US political donations dashboard 

## Expected Result
A crisp image would load

## Actual Result
A blurry image before it gets crispy 
## Link To Dashboard

## Screenshots

## Other Information

![fe-minos-flash](https://cloud.githubusercontent.com/assets/24970225/22532272/13b3d2ea-e89b-11e6-87d2-d86041f26da9.gif)

",Mrudulabaj,"bug,component-raster,needs info",6,
Enable Chart Spinners on Render,https://github.com/mapd/mapd-immerse/issues/2183,204403583,2183,,2017-01-31T19:42:36Z,2017-12-01T17:34:54Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
1.Create any with contributions data set via brand new dashbaord
2. Dim : committee_party & committe_Name
3. Measure :  records
4. Switch between charts 

## Expected Result
spinner would show until the chart is rendered
## Actual Result
No spinner 


## Link To Dashboard

## Screenshots
![fe-minos-scatter](https://cloud.githubusercontent.com/assets/24970225/22481476/486de5bc-e7aa-11e6-832d-bcf11e414967.gif)
## Other Information
",Mrudulabaj,"feature,needs info",2,
